epoch,loss
0,0.656190172024691
1,0.6332634331046818
2,0.6325741909427169
3,0.6320066250877854
4,0.6264808736770148
5,0.6115636608546916
6,0.6076101748449649
7,0.6071064130009548
8,0.6062789320381273
9,0.6068462086419544
10,0.6060331105148514
11,0.6060187688775767
12,0.6040546274380456
13,0.6061375493249046
14,0.6054461382678442
15,0.6058562219463287
16,0.6050392397230533
17,0.6052596074390021
18,0.6050832646641244
19,0.6055471591931766
20,0.6048678892300139
21,0.6050826390136804
22,0.6057915166115743
23,0.6047326560700248
24,0.605245885593921
25,0.6060406787791519
26,0.6056708545369933
27,0.6064465193224283
28,0.6054224708225527
29,0.6063394375032923
30,0.6052776844812104
31,0.6047157070079605
32,0.6055456050863527
33,0.6051538090343392
34,0.6050560920400817
35,0.6048565328746676
36,0.604837546346741
37,0.6056143424075858
38,0.6054939595838932
39,0.6049748461189128
40,0.604919466927804
41,0.6045555815478253
42,0.6048760553256978
43,0.605423302091477
44,0.6039017258640564
45,0.6049886349829866
46,0.6051528112095642
47,0.6053432403835519
48,0.6051633643591408
49,0.6036835204831834
50,0.6050562996952192
51,0.6054851230465607
52,0.6048237053762777
53,0.6041317000271934
54,0.6046890042186364
55,0.6045848459791032
56,0.6048001465527091
57,0.6056919301184724
58,0.6044063414031049
59,0.6055215908372252
60,0.6043237552546405
61,0.6055592693481904
62,0.6050575397220267
63,0.6043884002143293
64,0.605609596347699
65,0.6047161074514001
66,0.6045543837568661
67,0.6051768725992989
68,0.604941833566942
69,0.6044512947013929
70,0.6047739286098694
71,0.6039571386561968
72,0.6046060870332671
73,0.604614273281942
74,0.6037336122983552
75,0.6043032470004529
76,0.6048766836535452
77,0.6043052075233855
78,0.6050908524864373
79,0.6053013843070646
80,0.6043363000262202
81,0.6053043266590031
82,0.6046720277570476
83,0.6042644129801443
84,0.6054541038023653
85,0.6042802513088141
86,0.6046516652420899
87,0.6042430238831156
88,0.6053233973077413
89,0.604418013219123
90,0.6048644525653296
