epoch,loss
0,0.06339550570919888
1,0.022578558337674415
2,0.016924125775584085
3,0.014349365493142377
4,0.013655074642245668
5,0.013188409328629604
6,0.011923484537220672
7,0.011309119353783424
8,0.011977792310697368
9,0.010608780055308699
10,0.011073775269064362
11,0.010135933682467877
12,0.010090433933891677
13,0.010933892686084759
14,0.010095358664230827
15,0.009705631765149297
16,0.009705423407336905
17,0.009271798278915819
18,0.009354845050758589
19,0.009572040289986558
20,0.009149080830486815
21,0.009504210107055945
22,0.008802815183806321
23,0.008929490560007617
24,0.008934378783788294
25,0.009166311404091602
26,0.0094164365180745
27,0.008797282459594151
28,0.009046458652992044
29,0.009053462782675794
30,0.008535302373060515
31,0.008499241254785203
32,0.009014865534808241
33,0.008873296919322874
34,0.008705104233598293
35,0.008871692416208082
36,0.008184084450693135
37,0.008379583876819753
38,0.008407850720124375
39,0.0086102807518278
40,0.008511757602292364
41,0.008434403696253423
42,0.008562755234190148
43,0.008019322855014431
44,0.008426040465309172
45,0.008749151829405959
46,0.008674533065312474
47,0.008672108950969792
48,0.00797740066089073
49,0.007942014762659154
50,0.008369999806644955
51,0.008598452347093765
52,0.008160552605631234
53,0.00881724333927904
54,0.008412697105172942
55,0.008183734659989903
56,0.008308358685901168
57,0.008758099347047694
58,0.008109587610419909
59,0.008530930462366014
60,0.008559151079629828
61,0.007997668552938658
62,0.008708788581059291
63,0.008359289478393338
64,0.008620239778274598
65,0.008054660925758994
66,0.008156985268887498
67,0.008171727672190779
68,0.008244999101206294
69,0.008258079561596179
70,0.008008347687926892
71,0.008317381554095483
72,0.008448639571162462
73,0.008233887156687018
74,0.008489447573732448
75,0.008206624889259878
76,0.008499002417791668
77,0.008439144101982075
78,0.008190647747599067
79,0.008182317584425539
80,0.008489708106852796
81,0.00841485194229508
82,0.007986979790639831
83,0.007946368712295336
84,0.008231114446599963
85,0.008073731576800032
86,0.007897245130671637
87,0.00796708928464435
88,0.00803622315864685
89,0.008031383849838432
90,0.007947401906410625
91,0.008362169249552765
92,0.007908178008249403
93,0.008233146645747494
94,0.008221994531625301
95,0.008082000758990182
96,0.007741472339230484
97,0.00796826653738782
98,0.008068069787656776
99,0.00825365869240347
100,0.008121378777004784
101,0.00792760030738196
102,0.008063312065668198
103,0.008160985843693824
104,0.007986001873953973
105,0.008083316673771814
106,0.007881987602318424
107,0.008024851328863108
108,0.007765631632208402
109,0.008067366889783743
110,0.008135578925772113
111,0.008086450281927945
112,0.007870057878187224
113,0.007767435718042261
114,0.007707257597063178
115,0.007850467085132384
116,0.007884622117618643
117,0.00785041363198888
118,0.007608937403493251
119,0.00858747636617342
120,0.008401232712588996
121,0.00792605255559
122,0.00825213683369672
123,0.00863191012962402
124,0.008041571838059208
125,0.007710565750005335
126,0.007909009709364223
127,0.007818628345171441
128,0.007915545566881706
129,0.00778794875039219
130,0.007915458733930573
131,0.007940047711376075
132,0.00815611461577134
133,0.007863818586776743
134,0.008176622459707284
135,0.007394942861084461
136,0.008476994533142665
137,0.00783139615094915
138,0.007955286533638872
139,0.007739952218864663
140,0.008159288047500554
141,0.00786034523848103
142,0.007772211666542626
143,0.008041948111892476
144,0.00827628979322395
145,0.007996109995448258
146,0.007748121744044502
147,0.008104890568965973
148,0.008094110970843246
149,0.007790153963266682
150,0.007927361250761227
151,0.007816577171408112
152,0.007704472866820124
153,0.008406542967755727
154,0.008143685169028103
155,0.007720588174185575
156,0.008007547504183669
