epoch,loss
0,0.4599003887158207
1,0.42613532880641997
2,0.42532907253584656
3,0.4242845456908968
4,0.4243582943027697
5,0.4241278268947972
6,0.4240472759161881
7,0.42355457717175676
8,0.42343717395481256
9,0.42423919754044187
10,0.423926878546033
11,0.423374067823204
12,0.42330507625543706
13,0.42339435325030145
14,0.4234162306797788
15,0.4232714272518734
16,0.4230718149808108
17,0.423628209312767
18,0.4236015865404282
19,0.4235014381358652
20,0.4234544481726476
