epoch,loss
0,0.2092816636109276
1,0.05761151095189011
2,0.0419891556975112
3,0.03283702875418005
4,0.02715002867514327
5,0.02241315816574768
6,0.018976989113834938
7,0.015914313597425914
8,0.014062812875535315
9,0.012124290189413882
10,0.0108516160989486
11,0.009717409079993711
12,0.008757674134523073
13,0.007841392084638446
14,0.007426363622783614
15,0.007137182329509304
16,0.00671719945644511
17,0.006453819330662552
18,0.0062517295311044245
19,0.006012092621973169
20,0.006056956070632155
21,0.005749771732892563
22,0.005809216028345483
23,0.005450632116238056
24,0.005618549983770743
25,0.005222514793743441
26,0.0052233558732208045
27,0.005202075568532178
28,0.00497335053658657
29,0.005233848178292563
30,0.0050783194905605665
31,0.004926168334869934
32,0.004795758823639771
33,0.004963064915997022
34,0.004857901901777174
35,0.004815147668401252
36,0.004606378097424724
37,0.004642390865963628
38,0.004476116514076659
39,0.004609019763624744
40,0.004651933947867498
41,0.004439978064152041
42,0.004440685825373755
43,0.00458670435731472
44,0.004576428466588695
45,0.004389008548709431
46,0.0044174685099743986
47,0.004273837626373558
48,0.004344964764445329
49,0.00452895663168057
50,0.004209093934633454
51,0.004343290731292476
52,0.004254313173958523
53,0.004198034123174036
54,0.004243388715168354
55,0.004141988301364733
56,0.004077169713678399
57,0.004182034816249395
58,0.004206018495760155
59,0.004182552381022486
60,0.0041838878699179205
61,0.004182627023473731
62,0.004038725177688437
63,0.004114356317392576
64,0.004049404971932035
65,0.004216455553880712
66,0.0041485712257226795
67,0.0040669228622455525
68,0.004083864075424118
69,0.004013336477811133
70,0.004086553274508891
71,0.0039046723668628345
72,0.0039351602328935266
73,0.004015993466216034
74,0.004004412747697154
75,0.003978308568063723
76,0.004005856094085105
77,0.0038920931646159525
78,0.003943349930893646
79,0.004028823587230282
80,0.0039403694792281285
81,0.00390616363261455
82,0.003924324566104721
83,0.0040514656147837185
84,0.003937670549473115
85,0.003806783491298795
86,0.0038592318260445516
87,0.0038134488347259517
88,0.003931201891407672
89,0.003811456504087252
90,0.0039670672138600845
91,0.0038513363701284434
92,0.0038437004778722824
93,0.0037681002445744353
94,0.0039238041914157525
95,0.0039019723339547424
96,0.003766362174182757
97,0.0037978359810592953
98,0.003803891776157404
99,0.003643217282173639
100,0.0037610091809888303
101,0.0038427899392800276
102,0.003850651526280534
103,0.003809135872994794
104,0.0036974657086597416
105,0.003744005514589299
106,0.0038303517730164925
107,0.003712247897273124
108,0.0038768801808869565
109,0.0037212148568144185
110,0.003627000591789148
111,0.0035991442456433393
112,0.0037672590527153297
113,0.0037323528471817848
114,0.0037646090763478056
115,0.003759987852863793
116,0.0036330834188228493
